"Name","Team","lineupSlot","points","GP","passingCompletions","passingYards","passingTouchdowns","passingInterceptions","rushingAttempts","rushingYards","rushingTouchdowns","fumbles","receivingTargets","receivingReceptions","receivingYards","receivingTouchdowns"
"Marvin Mims Jr.","DEN","WR","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0"
"Darius Slayton","NYG","WR","0.9","0.9","1","0","0","0","0","0","0","0","0","2","1","-1","0"
"D'Ernest Johnson","JAX","RB","0.8","0.8","1","0","0","0","0","2","8","0","0","0","0","0","0"
"Hunter Luepke","DAL","RB","0.8","0.8","1","0","0","0","0","0","0","0","0","1","1","-2","0"
"Cordarrelle Patterson","ATL","RB","0.7","0.7","1","0","0","0","0","2","7","0","0","0","0","0","0"
"Trayveon Williams","CIN","RB","0.6","0.6","1","0","0","0","0","2","6","0","0","0","0","0","0"
"Dalvin Cook","NYJ","RB","0.5","0.5","1","0","0","0","0","2","5","0","0","0","0","0","0"
"Clyde Edwards-Helaire","KC","RB","0.4","0.4","1","0","0","0","0","1","4","0","0","0","0","0","0"
"Dorian Thompson-Robinson","CLE","QB","0.4","0.4","1","1","9","0","0","0","0","0","0","0","0","0","0"
"Josh Reynolds","DET","WR","0.3","0.3","1","0","0","0","0","0","0","0","1","1","1","13","0"
"Xavier Gipson","NYJ","WR","0.3","0.3","1","0","0","0","0","1","3","0","0","1","0","0","0"
"Elijah Mitchell","SF","RB","0.2","0.2","1","0","0","0","0","3","2","0","0","1","0","0","0"
"Michael Carter","NYJ","RB","0.2","0.2","1","0","0","0","0","2","2","0","0","1","0","0","0"
"Ke'Shawn Vaughn","TB","RB","0.1","0.1","1","0","0","0","0","1","1","0","0","0","0","0","0"
"Marcedes Lewis","CHI","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Slater","NE","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Bolden","LV","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Juszczyk","SF","RB","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0"
"Willie Snead IV","SF","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Allen Robinson II","PIT","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Keith Smith","ATL","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Odell Beckham Jr.","BAL","WR","0","0","1","0","0","0","0","0","0","0","0","4","0","0","0"
"Nelson Agholor","BAL","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Tyler Kroft","MIA","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ty Montgomery II","NE","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Bell","KC","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Michael Burton","DEN","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Geoff Swaim","ARI","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"DeAndre Carter","LV","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Manhertz","DEN","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Moore","TEN","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Demarcus Robinson","LAR","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Dwayne Washington","DEN","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Saubert","DAL","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaiah McKenzie","IND","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamal Agnew","JAX","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Pascal","ARI","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Patrick Ricard","BAL","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Dare Ogunbowale","HOU","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Hayden Hurst","CAR","TE","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Tre'Quan Smith","DEN","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Dissly","SEA","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Conklin","NYJ","TE","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Nick Bawden","NYJ","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Trent Sherfield","BUF","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Rader","TEN","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Byron Pringle","WAS","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Godwin Igwebuike","PIT","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ross Dwelley","SF","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Myles Gaskin","LAR","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"N'Keal Harry","MIN","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Homer","CHI","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesper Horsted","LV","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Lil'Jordan Humphrey","DEN","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Andy Isabella","BUF","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ty Johnson","BUF","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Foster Moreau","NO","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Oliver","MIN","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Devine Ozigbo","DET","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Sample","CIN","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Miles Sanders","CAR","RB","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0"
"Trevon Wesco","TEN","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Parris Campbell","NYG","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Miles Boykin","PIT","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jakob Johnson","LV","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Juwann Winfree","IND","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Deonte Harty","BUF","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Malik Taylor","NYJ","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Khari Blasingame","CHI","RB","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Gunner Olszewski","NYG","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Brycen Hopkins","LAR","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jalen Reagor","NE","WR","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Jauan Jennings","SF","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Devin Duvernay","BAL","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Trishton Jackson","MIN","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Lynn Bowden","NO","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Donovan Peoples-Jones","CLE","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaiah Hodgins","NYG","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"JaMycal Hasty","JAX","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Sean McKeon","DAL","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Jonathan Ward","TEN","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison Bryant","CLE","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Adam Trautman","DEN","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Josiah Deguara","GB","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitchell Wilcox","CIN","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Sermon","IND","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"DeeJay Dallas","SEA","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Colby Parkinson","SEA","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ty Chandler","MIN","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Woerner","SF","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Reggie Gilliam","BUF","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Andre Baccellia","ARI","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tre' McKitty","LAC","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Ruckert","NYJ","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"James Mitchell","DET","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Zamir White","LV","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ihmir Smith-Marsette","CAR","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jalen Tolbert","DAL","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Ronnie Bell","SF","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"DJ Turner","LV","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Evans","CIN","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Stoll","PHI","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Dyami Brown","WAS","WR","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"Tim Jones","JAX","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Trammell","LAR","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Treylon Burks","TEN","WR","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Charlie Kolar","BAL","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Darnell Washington","PIT","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"David Bell","CLE","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"John Metchie III","HOU","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Rodriguez Jr.","WAS","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jashaun Corbin","NYG","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Britain Covey","PHI","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Teagan Quitoriano","HOU","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Mason","SF","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Bellinger","NYG","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Grant Calcaterra","PHI","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"John FitzPatrick","ATL","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ko Kieft","TB","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Samori Toure","GB","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Stone Smartt","LAC","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Rodney Williams","PIT","TE","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Deven Thompkins","TB","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tucker Kraft","GB","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jalin Hyatt","NYG","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Davis Allen","LAR","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Payne Durham","TB","TE","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Tre Tucker","LV","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Deuce Vaughn","DAL","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Brenton Strange","JAX","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Antoine Green","DET","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Brownlee","NYJ","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Xavier Hutchinson","HOU","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"A.T. Perry","NO","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Elijah Higgins","ARI","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Sims","GB","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate Adkins","DEN","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Owen Wright","BAL","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Brady Russell","SEA","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Elijah Cooks","JAX","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Cooper Rush","DAL","QB","-0.2","-0.2","1","2","3","0","0","3","-3","0","0","0","0","0","0"
"Trent Taylor","CHI","WR","-0.2","-0.2","1","0","0","0","0","1","-2","0","0","0","0","0","0"
"Marquise Goodwin","CLE","WR","-0.5","-0.5","1","0","0","0","0","1","-5","0","0","0","0","0","0"
"Dee Eskridge","SEA","WR","-0.5","-0.5","1","0","0","0","0","1","-5","0","0","0","0","0","0"
"Tank Bigsby","JAX","RB","-1.1","-1.1","1","0","0","0","0","3","9","0","1","0","0","0","0"
"Jaren Hall","MIN","QB","-1.2","-1.2","1","3","23","0","0","2","-1","0","1","0","0","0","0"
"Malik Willis","TEN","QB","-1.6","-1.6","1","0","0","0","0","2","4","0","1","0","0","0","0"
